id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location,hour,day_of_week,month,is_weekend
14036989,JJ499246,2025-11-23 02:52:00,040XX S OAKENWALD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,214,2,4,36.0,14,1183944.0,1878670.0,2025,2025-12-01 15:42:34,41.82225114,-87.600696053,"(41.82225114, -87.600696053)",2,Sunday,11,1
14037063,JJ499261,2025-11-23 02:51:00,001XX W ONTARIO ST,870,THEFT,POCKET-PICKING,SIDEWALK,False,False,1832,18,42,8.0,6,1174862.0,1904450.0,2025,2025-12-01 15:42:34,41.893200979,-87.633242486,"(41.893200979, -87.633242486)",2,Sunday,11,1
14037024,JJ499243,2025-11-23 02:49:00,073XX S MOZART ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,835,8,18,66.0,14,1158647.0,1855786.0,2025,2025-12-01 15:42:34,41.760008744,-87.694123888,"(41.760008744, -87.694123888)",2,Sunday,11,1
14036994,JJ499251,2025-11-23 02:48:00,073XX S MOZART ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,835,8,18,66.0,7,1158643.0,1855938.0,2025,2025-12-01 15:42:34,41.760425937,-87.694134409,"(41.760425937, -87.694134409)",2,Sunday,11,1
14038344,JJ500983,2025-11-23 02:45:00,011XX S DELANO CT E,810,THEFT,OVER $500,RESTAURANT,False,False,123,1,34,32.0,6,1175175.0,1895290.0,2025,2025-12-01 15:42:34,41.868058378,-87.632367734,"(41.868058378, -87.632367734)",2,Sunday,11,1
14037033,JJ499276,2025-11-23 02:45:00,010XX N MAYFIELD AVE,498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,False,True,1511,15,29,25.0,04B,1136838.0,1906342.0,2025,2025-12-01 15:42:34,41.899159325,-87.772846599,"(41.899159325, -87.772846599)",2,Sunday,11,1
14037032,JJ499236,2025-11-23 02:42:00,069XX S SANGAMON ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,733,7,16,68.0,08B,1171172.0,1858827.0,2025,2025-12-01 15:42:34,41.768089067,-87.648130848,"(41.768089067, -87.648130848)",2,Sunday,11,1
14037000,JJ499239,2025-11-23 02:40:00,085XX S CICERO AVE,560,ASSAULT,SIMPLE,HOTEL / MOTEL,True,False,834,8,18,70.0,08A,1145925.0,1847569.0,2025,2025-12-01 15:42:34,41.737709752,-87.740958098,"(41.737709752, -87.740958098)",2,Sunday,11,1
14036996,JJ499250,2025-11-23 02:32:00,006XX E 87TH ST,460,BATTERY,SIMPLE,STREET,False,False,632,6,6,44.0,08B,1181862.0,1847435.0,2025,2025-12-01 15:42:34,41.736587819,-87.609298706,"(41.736587819, -87.609298706)",2,Sunday,11,1
14037053,JJ499275,2025-11-23 02:30:00,056XX W OHIO ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,1511,15,29,25.0,04A,1138739.0,1903414.0,2025,2025-12-01 15:42:34,41.891090238,-87.76593529,"(41.891090238, -87.76593529)",2,Sunday,11,1
14037199,JJ499240,2025-11-23 02:30:00,066XX S KENWOOD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,321,3,20,42.0,08B,1186208.0,1861294.0,2025,2025-12-01 15:42:34,41.774516813,-87.592939605,"(41.774516813, -87.592939605)",2,Sunday,11,1
14037074,JJ499330,2025-11-23 02:27:00,016XX W DIVISION ST,461,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, SERIOUS INJURY",STREET,True,False,1424,14,1,24.0,04B,1165352.0,1908069.0,2025,2025-12-01 15:42:34,41.903339394,-87.66806597,"(41.903339394, -87.66806597)",2,Sunday,11,1
14037887,JJ499264,2025-11-23 02:20:00,0000X W DIVISION ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,BAR OR TAVERN,False,True,1824,18,2,8.0,08B,1175950.0,1908370.0,2025,2025-12-01 15:42:34,41.903933222,-87.629128536,"(41.903933222, -87.629128536)",2,Sunday,11,1
14038234,JJ500686,2025-11-23 02:19:00,072XX S INDIANA AVE,810,THEFT,OVER $500,APARTMENT,False,False,323,3,6,69.0,6,1178852.0,1857130.0,2025,2025-12-01 15:42:34,41.763260975,-87.620031813,"(41.763260975, -87.620031813)",2,Sunday,11,1
14037002,JJ499225,2025-11-23 02:13:00,075XX N OAKLEY AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,True,False,2411,24,49,2.0,26,1159680.0,1950071.0,2025,2025-12-01 15:42:34,42.018713911,-87.687738028,"(42.018713911, -87.687738028)",2,Sunday,11,1
14037535,JJ499973,2025-11-23 02:00:00,041XX W NORTH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,2534,25,26,23.0,14,1148653.0,1910316.0,2025,2025-12-01 15:42:34,41.909844371,-87.729347174,"(41.909844371, -87.729347174)",2,Sunday,11,1
14037025,JJ499252,2025-11-23 02:00:00,078XX S COLES AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,True,True,421,4,7,43.0,14,1197407.0,1853828.0,2025,2025-12-01 15:42:34,41.75375771,-87.552135344,"(41.75375771, -87.552135344)",2,Sunday,11,1
14037759,JJ499777,2025-11-23 02:00:00,010XX W VAN BUREN ST,281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,False,True,1232,12,34,28.0,2,1169423.0,1898349.0,2025,2025-12-01 15:42:34,41.876579452,-87.653395319,"(41.876579452, -87.653395319)",2,Sunday,11,1
14037016,JJ499265,2025-11-23 02:00:00,016XX N KEATING AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2533,25,37,25.0,08B,1144479.0,1910509.0,2025,2025-12-01 15:42:34,41.910453613,-87.74467602,"(41.910453613, -87.74467602)",2,Sunday,11,1
14038661,JJ500332,2025-11-23 02:00:00,009XX W 18TH ST,810,THEFT,OVER $500,STREET,False,False,1235,12,25,31.0,6,1170655.0,1891609.0,2025,2025-12-01 15:42:34,41.85805751,-87.649069098,"(41.85805751, -87.649069098)",2,Sunday,11,1
14037155,JJ499461,2025-11-23 02:00:00,035XX N CLARK ST,810,THEFT,OVER $500,SIDEWALK,False,False,1924,19,44,6.0,6,1168480.0,1923896.0,2025,2025-12-01 15:42:34,41.94670237,-87.656117076,"(41.94670237, -87.656117076)",2,Sunday,11,1
14038160,JJ499217,2025-11-23 01:45:00,001XX N STATE ST,460,BATTERY,SIMPLE,CTA TRAIN,False,False,111,1,42,32.0,08B,1176330.0,1901649.0,2025,2025-12-01 15:42:34,41.885481891,-87.627935689,"(41.885481891, -87.627935689)",1,Sunday,11,1
14037036,JJ499222,2025-11-23 01:45:00,001XX W ONTARIO ST,460,BATTERY,SIMPLE,SIDEWALK,False,False,1832,18,42,8.0,08B,1174862.0,1904450.0,2025,2025-12-01 15:42:34,41.893200979,-87.633242486,"(41.893200979, -87.633242486)",1,Sunday,11,1
14036981,JJ499232,2025-11-23 01:45:00,013XX W VAN BUREN ST,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,1231,12,27,28.0,9,1167503.0,1898291.0,2025,2025-12-01 15:42:34,41.876461817,-87.660446578,"(41.876461817, -87.660446578)",1,Sunday,11,1
14037052,JJ499210,2025-11-23 01:42:00,064XX N LEHIGH AVE,460,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,False,False,1621,16,45,12.0,08B,1138464.0,1942297.0,2025,2025-12-01 15:42:34,41.99779408,-87.766000093,"(41.99779408, -87.766000093)",1,Sunday,11,1
14037039,JJ499259,2025-11-23 01:39:00,004XX E 71ST ST,560,ASSAULT,SIMPLE,BAR OR TAVERN,False,False,323,3,6,69.0,08A,1180275.0,1858038.0,2025,2025-12-01 15:42:34,41.765720123,-87.614788489,"(41.765720123, -87.614788489)",1,Sunday,11,1
14037018,JJ499220,2025-11-23 01:38:00,012XX W 71ST ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,734,7,17,67.0,15,1169072.0,1857694.0,2025,2025-12-01 15:42:34,41.76502562,-87.655861035,"(41.76502562, -87.655861035)",1,Sunday,11,1
14039474,JJ502162,2025-11-23 01:34:00,021XX W 52ND ST,560,ASSAULT,SIMPLE,STREET,False,True,932,9,16,61.0,08A,1163045.0,1869994.0,2025,2025-12-01 15:42:34,41.798906593,-87.677608025,"(41.798906593, -87.677608025)",1,Sunday,11,1
14037127,JJ499396,2025-11-23 01:30:00,017XX E 74TH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,False,False,324,3,8,43.0,7,1189050.0,1856255.0,2025,2025-12-01 15:42:34,41.760621761,-87.58268268,"(41.760621761, -87.58268268)",1,Sunday,11,1
14039114,JJ501601,2025-11-23 01:30:00,087XX S BISHOP ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,2222,22,21,71.0,08B,1168192.0,1846806.0,2025,2025-12-01 15:42:34,41.735166422,-87.65939908,"(41.735166422, -87.65939908)",1,Sunday,11,1
14040971,JJ503809,2025-11-23 01:30:00,020XX W 63RD ST,620,BURGLARY,UNLAWFUL ENTRY,TAVERN / LIQUOR STORE,False,False,726,7,16,67.0,5,1164014.0,1862861.0,2025,2025-12-01 15:42:34,41.779312393,-87.674255,"(41.779312393, -87.674255)",1,Sunday,11,1
14037404,JJ499766,2025-11-23 01:30:00,004XX E 32ND ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,211,2,4,35.0,7,1179519.0,1883862.0,2025,2025-12-01 15:42:34,41.836600771,-87.61677038,"(41.836600771, -87.61677038)",1,Sunday,11,1
14037461,JJ499912,2025-11-23 01:30:00,007XX W 47TH ST,820,THEFT,$500 AND UNDER,STREET,False,False,925,9,15,61.0,6,1172338.0,1873709.0,2025,2025-12-01 15:42:34,41.80890135,-87.643419193,"(41.80890135, -87.643419193)",1,Sunday,11,1
14036954,JJ499214,2025-11-23 01:30:00,053XX W JACKSON BLVD,760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,False,False,1522,15,29,25.0,6,1140877.0,1898154.0,2025,2025-12-01 15:42:34,41.876617074,-87.75821281,"(41.876617074, -87.75821281)",1,Sunday,11,1
14037011,JJ499204,2025-11-23 01:28:00,024XX N CLARK ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1935,19,43,7.0,7,1172713.0,1916409.0,2025,2025-12-01 15:42:34,41.926064929,-87.640780274,"(41.926064929, -87.640780274)",1,Sunday,11,1
14036986,JJ499221,2025-11-23 01:28:00,012XX W LELAND AVE,460,BATTERY,SIMPLE,APARTMENT,False,False,1913,19,46,3.0,08B,1167324.0,1931353.0,2025,2025-12-01 15:42:34,41.967189655,-87.660150847,"(41.967189655, -87.660150847)",1,Sunday,11,1
14036965,JJ499216,2025-11-23 01:20:00,010XX W BRYN MAWR AVE,502R,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,False,False,2023,20,48,77.0,26,1168139.0,1937368.0,2025,2025-12-01 15:42:34,41.983677376,-87.65697959,"(41.983677376, -87.65697959)",1,Sunday,11,1
14042093,JJ504905,2025-11-23 01:10:00,040XX W NELSON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE - YARD (FRONT / BACK),False,False,2523,25,31,21.0,14,1148918.0,1919975.0,2025,2025-12-01 15:42:34,41.93634443,-87.728123235,"(41.93634443, -87.728123235)",1,Sunday,11,1
14036993,JJ499224,2025-11-23 01:10:00,072XX S MICHIGAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,323,3,6,69.0,14,1178416.0,1857020.0,2025,2025-12-01 15:42:34,41.762969033,-87.621633161,"(41.762969033, -87.621633161)",1,Sunday,11,1
14036948,JJ499198,2025-11-23 01:07:00,020XX W 70TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,735,7,17,67.0,14,1164043.0,1857904.0,2025,2025-12-01 15:42:34,41.765709104,-87.674287942,"(41.765709104, -87.674287942)",1,Sunday,11,1
14040071,JJ502910,2025-11-23 01:00:00,053XX S PRAIRIE AVE,281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,False,False,231,2,3,40.0,2,1178948.0,1869670.0,2025,2025-12-01 15:42:34,41.797669806,-87.619298307,"(41.797669806, -87.619298307)",1,Sunday,11,1
14037190,JJ499478,2025-11-23 01:00:00,043XX W 16TH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1012,10,24,29.0,7,1147781.0,1891692.0,2025,2025-12-01 15:42:34,41.85875482,-87.733029164,"(41.85875482, -87.733029164)",1,Sunday,11,1
14037113,JJ499384,2025-11-23 01:00:00,010XX N WESTERN AVE,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,BAR OR TAVERN,False,False,1212,12,1,24.0,11,1160215.0,1907016.0,2025,2025-12-01 15:42:34,41.900557646,-87.686964399,"(41.900557646, -87.686964399)",1,Sunday,11,1
14037299,JJ499592,2025-11-23 01:00:00,032XX W MAYPOLE AVE,810,THEFT,OVER $500,RESIDENCE,False,True,1123,11,28,27.0,6,1154777.0,1900800.0,2025,2025-12-01 15:42:34,41.88361104,-87.707105168,"(41.88361104, -87.707105168)",1,Sunday,11,1
14037325,JJ499466,2025-11-23 01:00:00,016XX S BLUE ISLAND AVE,460,BATTERY,SIMPLE,BAR OR TAVERN,False,False,1233,12,25,31.0,08B,1167559.0,1891824.0,2025,2025-12-01 15:42:34,41.858714633,-87.660427092,"(41.858714633, -87.660427092)",1,Sunday,11,1
14037010,JJ499193,2025-11-23 00:54:00,017XX N WASHTENAW AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,False,False,1421,14,26,24.0,14,1158102.0,1911357.0,2025,2025-12-01 15:42:34,41.912513131,-87.694606847,"(41.912513131, -87.694606847)",0,Sunday,11,1
14036936,JJ499176,2025-11-23 00:51:00,027XX S KEDZIE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,1032,10,22,30.0,15,1155469.0,1885729.0,2025,2025-12-01 15:42:34,41.842240694,-87.704969134,"(41.842240694, -87.704969134)",0,Sunday,11,1
14037006,JJ499196,2025-11-23 00:32:00,005XX E 74TH ST,820,THEFT,$500 AND UNDER,APARTMENT,False,False,323,3,6,69.0,6,1181303.0,1856074.0,2025,2025-12-01 15:42:34,41.760307076,-87.611081006,"(41.760307076, -87.611081006)",0,Sunday,11,1
14036983,JJ499213,2025-11-23 00:30:00,018XX S SAWYER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,1022,10,24,29.0,14,1154990.0,1890740.0,2025,2026-01-30 15:41:25,41.856001064,-87.706592728,"(41.856001064, -87.706592728)",0,Sunday,11,1
14036985,JJ499171,2025-11-23 00:30:00,013XX W TAYLOR ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1231,12,28,28.0,7,1167489.0,1895701.0,2025,2025-12-01 15:42:34,41.869354952,-87.660572515,"(41.869354952, -87.660572515)",0,Sunday,11,1
14040250,JJ503131,2025-11-23 00:30:00,011XX W ADDISON ST,330,ROBBERY,AGGRAVATED,SIDEWALK,False,False,1923,19,44,6.0,3,1168006.0,1924062.0,2025,2025-12-01 15:42:34,41.947168145,-87.657854541,"(41.947168145, -87.657854541)",0,Sunday,11,1
14037270,JJ499522,2025-11-23 00:30:00,006XX N LA SALLE DR,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1832,18,42,8.0,7,1175014.0,1904906.0,2025,2025-12-01 15:42:34,41.894448863,-87.632670576,"(41.894448863, -87.632670576)",0,Sunday,11,1
14036935,JJ499187,2025-11-23 00:30:00,112XX S CHAMPLAIN AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,False,False,531,5,9,50.0,7,1182590.0,1830560.0,2025,2025-12-01 15:42:34,41.690263877,-87.607152998,"(41.690263877, -87.607152998)",0,Sunday,11,1
14037079,JJ499315,2025-11-23 00:30:00,028XX W MEDILL AVE,760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,ALLEY,False,False,1414,14,1,22.0,6,1156763.0,1915471.0,2025,2025-12-01 15:42:34,41.923829531,-87.699414279,"(41.923829531, -87.699414279)",0,Sunday,11,1
14036978,JJ499188,2025-11-23 00:24:00,036XX W GARFIELD SQUARE DR,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1122,11,27,23.0,08B,1152171.0,1903256.0,2025,2025-12-01 15:42:34,41.890402342,-87.716609855,"(41.890402342, -87.716609855)",0,Sunday,11,1
14040268,JJ503105,2025-11-23 00:23:00,004XX S HAMLIN BLVD,710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,1133,11,28,27.0,6,1151344.0,1897531.0,2025,2025-12-01 15:42:34,41.8747086,-87.71979732,"(41.8747086, -87.71979732)",0,Sunday,11,1
14037028,JJ499166,2025-11-23 00:22:00,015XX S DRAKE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1021,10,24,29.0,14,1152953.0,1892313.0,2025,2025-12-01 15:42:34,41.860358116,-87.714027937,"(41.860358116, -87.714027937)",0,Sunday,11,1
14037046,JJ499175,2025-11-23 00:21:00,047XX S ARCHER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,GAS STATION,False,False,821,8,14,57.0,14,1152885.0,1873097.0,2025,2025-12-01 15:42:34,41.807628306,-87.714785472,"(41.807628306, -87.714785472)",0,Sunday,11,1
14036947,JJ499184,2025-11-23 00:20:00,009XX N RIDGEWAY AVE,320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,False,False,1112,11,27,23.0,3,1151215.0,1905944.0,2025,2025-12-01 15:42:34,41.897797289,-87.720050201,"(41.897797289, -87.720050201)",0,Sunday,11,1
14036932,JJ499162,2025-11-23 00:18:00,005XX N LEAMINGTON AVE,820,THEFT,$500 AND UNDER,APARTMENT,False,True,1532,15,37,25.0,6,1141935.0,1903113.0,2025,2025-12-01 15:42:34,41.890205665,-87.754205244,"(41.890205665, -87.754205244)",0,Sunday,11,1
14036910,JJ499163,2025-11-23 00:16:00,041XX W 25TH PL,460,BATTERY,SIMPLE,APARTMENT,False,False,1013,10,22,30.0,08B,1149416.0,1886739.0,2025,2025-12-01 15:42:34,41.845131641,-87.727155926,"(41.845131641, -87.727155926)",0,Sunday,11,1
14039094,JJ501769,2025-11-23 00:15:00,006XX N CLARK ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,BAR OR TAVERN,False,False,1832,18,42,8.0,11,1175417.0,1904850.0,2025,2025-12-01 15:42:34,41.894286155,-87.631192176,"(41.894286155, -87.631192176)",0,Sunday,11,1
14036976,JJ499201,2025-11-23 00:15:00,047XX S AVERS AVE,820,THEFT,$500 AND UNDER,STREET,False,False,821,8,14,57.0,6,1151502.0,1872985.0,2025,2025-12-01 15:42:34,41.807348164,-87.719860923,"(41.807348164, -87.719860923)",0,Sunday,11,1
14036912,JJ499152,2025-11-23 00:04:00,089XX S UNION AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,2223,22,21,71.0,14,1173206.0,1845633.0,2025,2025-12-01 15:42:34,41.731838343,-87.64106442,"(41.731838343, -87.64106442)",0,Sunday,11,1
14089474,JK123249,2025-11-23 00:01:00,011XX S MICHIGAN AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,123,1,4,32.0,11,1177417.0,1895669.0,2025,2026-01-25 15:40:35,41.869047845,-87.624125523,"(41.869047845, -87.624125523)",0,Sunday,11,1
14050748,JJ516278,2025-11-23 00:01:00,079XX S MAPLEWOOD AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,835,8,18,70.0,11,1160762.0,1851734.0,2025,2025-12-11 15:41:03,41.748846057,-87.686484003,"(41.748846057, -87.686484003)",0,Sunday,11,1
14038836,JJ501299,2025-11-23 00:01:00,120XX S HALSTED ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER (SPECIFY),False,False,524,5,21,53.0,11,1173161.0,1825111.0,2025,2025-12-01 15:42:34,41.675523891,-87.641832941,"(41.675523891, -87.641832941)",0,Sunday,11,1
14041095,JJ504034,2025-11-23 00:01:00,033XX S LOWE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,915,9,11,60.0,26,1172509.0,1882846.0,2025,2025-12-01 15:42:34,41.83397037,-87.642522559,"(41.83397037, -87.642522559)",0,Sunday,11,1
14040029,JJ502820,2025-11-23 00:01:00,047XX S KOLIN AVE,266,CRIMINAL SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,True,815,8,14,57.0,2,1148161.0,1872749.0,2025,2025-12-01 15:42:34,41.806765333,-87.732120951,"(41.806765333, -87.732120951)",0,Sunday,11,1
14066347,JJ515707,2025-11-23 00:00:00,048XX W CRYSTAL ST,261,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,False,False,2533,25,37,25.0,2,1143751.0,1907878.0,2025,2026-01-30 15:41:25,41.903247541,-87.747416467,"(41.903247541, -87.747416467)",0,Sunday,11,1
14060192,JJ527926,2025-11-23 00:00:00,055XX W HENDERSON ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,1633,16,30,15.0,11,1138857.0,1921725.0,2025,2025-12-21 15:42:59,41.941335556,-87.765056334,"(41.941335556, -87.765056334)",0,Sunday,11,1
14058470,JJ525884,2025-11-23 00:00:00,013XX W 72ND PL,810,THEFT,OVER $500,RESIDENCE,False,False,734,7,17,67.0,6,1168564.0,1856687.0,2025,2025-12-19 15:41:47,41.762273245,-87.657751992,"(41.762273245, -87.657751992)",0,Sunday,11,1
14046424,JJ510763,2025-11-23 00:00:00,002XX N KOLIN AVE,281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,STREET,False,False,1114,11,28,26.0,2,1147359.0,1900754.0,2025,2025-12-06 15:41:01,41.88363012,-87.73434608,"(41.88363012, -87.73434608)",0,Sunday,11,1
14043725,JJ507415,2025-11-23 00:00:00,091XX S BISHOP ST,820,THEFT,$500 AND UNDER,RESIDENCE,False,False,2222,22,21,73.0,6,1168272.0,1844112.0,2025,2025-12-03 15:41:27,41.727771971,-87.659183296,"(41.727771971, -87.659183296)",0,Sunday,11,1
14037012,JJ499237,2025-11-23 00:00:00,036XX W NORTH AVE,460,BATTERY,SIMPLE,VEHICLE NON-COMMERCIAL,False,False,2535,25,26,23.0,08B,1151970.0,1910392.0,2025,2025-11-30 15:43:03,41.909988182,-87.717159799,"(41.909988182, -87.717159799)",0,Sunday,11,1
14040146,JJ502930,2025-11-23 00:00:00,046XX S LAKE PARK AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,True,222,2,4,39.0,26,1185984.0,1874388.0,2025,2025-11-30 15:43:03,41.810453067,-87.593347577,"(41.810453067, -87.593347577)",0,Sunday,11,1
14037761,JJ499993,2025-11-23 00:00:00,022XX W WASHINGTON BLVD,530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE,False,False,1223,12,27,28.0,04A,1161382.0,1900643.0,2025,2025-11-30 15:43:03,41.883045397,-87.682855405,"(41.883045397, -87.682855405)",0,Sunday,11,1
14037529,JJ499876,2025-11-23 00:00:00,027XX W LEXINGTON ST,4386,OTHER OFFENSE,VIOLATION OF CIVIL NO CONTACT ORDER,APARTMENT,False,True,1135,11,28,27.0,26,1158237.0,1896590.0,2025,2025-11-30 15:43:03,41.871988409,-87.694514794,"(41.871988409, -87.694514794)",0,Sunday,11,1
14039095,JJ501720,2025-11-23 00:00:00,080XX S BLACKSTONE AVE,820,THEFT,$500 AND UNDER,RESIDENCE,False,False,411,4,8,45.0,6,1187563.0,1851890.0,2025,2025-11-30 15:43:03,41.748679271,-87.588271059,"(41.748679271, -87.588271059)",0,Sunday,11,1
14040654,JJ503617,2025-11-23 00:00:00,011XX W LAWRENCE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,1914,19,46,3.0,26,1167600.0,1932028.0,2025,2025-11-30 15:43:03,41.969035922,-87.659116503,"(41.969035922, -87.659116503)",0,Sunday,11,1
14037996,JJ500471,2025-11-23 00:00:00,064XX N WHIPPLE ST,760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,False,False,2412,24,50,2.0,6,1154837.0,1942500.0,2025,2025-11-30 15:43:03,41.998037643,-87.705763807,"(41.998037643, -87.705763807)",0,Sunday,11,1
14038214,JJ500738,2025-11-23 00:00:00,065XX S PEORIA ST,560,ASSAULT,SIMPLE,APARTMENT,False,False,723,7,16,68.0,08A,1171431.0,1861492.0,2025,2025-11-30 15:43:03,41.775396482,-87.647103551,"(41.775396482, -87.647103551)",0,Sunday,11,1
14039289,JJ501911,2025-11-23 00:00:00,071XX S DORCHESTER AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,324,3,8,43.0,08B,1186779.0,1857721.0,2025,2025-11-30 15:43:03,41.764698678,-87.590959498,"(41.764698678, -87.590959498)",0,Sunday,11,1
14037743,JJ500048,2025-11-23 00:00:00,038XX S PRAIRIE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,True,False,212,2,3,35.0,15,1178563.0,1879534.0,2025,2025-11-30 15:43:03,41.824746238,-87.620410069,"(41.824746238, -87.620410069)",0,Sunday,11,1
14037071,JJ499284,2025-11-23 00:00:00,106XX S INDIANA AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,512,5,9,49.0,08B,1179466.0,1834474.0,2025,2025-11-30 15:43:03,41.701076142,-87.618471078,"(41.701076142, -87.618471078)",0,Sunday,11,1
14037594,JJ499935,2025-11-23 00:00:00,014XX W TAYLOR ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1231,12,28,28.0,7,1167114.0,1895691.0,2025,2025-11-30 15:43:03,41.869335568,-87.661949521,"(41.869335568, -87.661949521)",0,Sunday,11,1
14037379,JJ499774,2025-11-23 00:00:00,072XX S ABERDEEN ST,920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,733,7,17,68.0,7,1170233.0,1856899.0,2025,2025-11-30 15:43:03,41.762818868,-87.651628726,"(41.762818868, -87.651628726)",0,Sunday,11,1
14036944,JJ499158,2025-11-23 00:00:00,0000X E 85TH ST,810,THEFT,OVER $500,APARTMENT,False,True,632,6,6,44.0,6,1177979.0,1848652.0,2025,2025-11-30 15:43:03,41.740016178,-87.62348787,"(41.740016178, -87.62348787)",0,Sunday,11,1
14037112,JJ499367,2025-11-23 00:00:00,005XX W 128TH PL,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,523,5,9,53.0,7,1175195.0,1819679.0,2025,2025-11-30 15:43:03,41.660572563,-87.634549319,"(41.660572563, -87.634549319)",0,Sunday,11,1
14037352,JJ499611,2025-11-23 00:00:00,113XX S TALMAN AVE,810,THEFT,OVER $500,STREET,False,False,2212,22,19,75.0,6,1160747.0,1829328.0,2025,2025-11-30 15:43:03,41.687360529,-87.687155196,"(41.687360529, -87.687155196)",0,Sunday,11,1
