id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location,hour,day_of_week,month,is_weekend
14099079,JK135348,2026-01-31 12:00:00,006XX E BOWEN AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,214,2,4,38.0,7,1181109.0,1877616.0,2026,2026-02-08 15:42:11,41.819424749,-87.611128798,"(41.819424749, -87.611128798)",12,Saturday,1,1
14100246,JK136893,2026-01-31 12:00:00,122XX S WENTWORTH AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,523,5,9,53.0,7,1177148.0,1823769.0,2026,2026-02-08 15:42:11,41.671752504,-87.627280006,"(41.671752504, -87.627280006)",12,Saturday,1,1
14097844,JK133912,2026-01-31 12:00:00,002XX E LAKE SHORE DR,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1833,18,2,8.0,14,1178139.0,1907290.0,2026,2026-02-08 15:42:11,41.900920065,-87.621120835,"(41.900920065, -87.621120835)",12,Saturday,1,1
14100238,JK136898,2026-01-31 12:00:00,013XX N ARTESIAN AVE,850,THEFT,ATTEMPT THEFT,STREET,False,False,1423,14,26,24.0,6,1159828.0,1908934.0,2026,2026-02-08 15:42:11,41.905828784,-87.688332903,"(41.905828784, -87.688332903)",12,Saturday,1,1
14099449,JK135799,2026-01-31 12:00:00,015XX N CLAREMONT AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,1424,14,1,24.0,11,1160460.0,1910218.0,2026,2026-02-08 15:42:11,41.909339116,-87.685975745,"(41.909339116, -87.685975745)",12,Saturday,1,1
14097690,JK133624,2026-01-31 12:00:00,053XX S MICHIGAN AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,225,2,3,40.0,7,1178062.0,1869689.0,2026,2026-02-08 15:42:11,41.797742093,-87.622546804,"(41.797742093, -87.622546804)",12,Saturday,1,1
14098579,JK134738,2026-01-31 12:00:00,029XX N RIDGEWAY AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,2523,25,35,21.0,11,1150991.0,1919286.0,2026,2026-02-08 15:42:11,41.934413347,-87.720522783,"(41.934413347, -87.720522783)",12,Saturday,1,1
14099273,JK135655,2026-01-31 12:00:00,107XX S TRUMBULL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,2211,22,19,74.0,14,1155244.0,1833083.0,2026,2026-02-08 15:42:11,41.697776475,-87.707201284,"(41.697776475, -87.707201284)",12,Saturday,1,1
14098799,JK134866,2026-01-31 11:56:00,048XX N ELSTON AVE,710,THEFT,THEFT FROM MOTOR VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1712,17,39,14.0,6,1145088.0,1931913.0,2026,2026-02-08 15:42:11,41.969176643,-87.74189626,"(41.969176643, -87.74189626)",11,Saturday,1,1
14106271,JK143259,2026-01-31 11:55:00,021XX W AGATITE AVE,810,THEFT,OVER $500,RESIDENCE,False,False,1911,19,47,4.0,6,1161147.0,1929526.0,2026,2026-02-11 15:47:19,41.962307211,-87.682913886,"(41.962307211, -87.682913886)",11,Saturday,1,1
14097655,JK133561,2026-01-31 11:48:00,048XX W ADAMS ST,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,True,False,1533,15,28,25.0,18,1144251.0,1898895.0,2026,2026-02-08 15:42:11,41.878587761,-87.745805777,"(41.878587761, -87.745805777)",11,Saturday,1,1
14097981,JK134055,2026-01-31 11:46:00,101XX S EWING AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,432,4,10,52.0,14,1202150.0,1838361.0,2026,2026-02-08 15:42:11,41.71119569,-87.535279904,"(41.71119569, -87.535279904)",11,Saturday,1,1
14115259,JK133582,2026-01-31 11:45:00,131XX S BALTIMORE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,433,4,10,55.0,08B,1199094.0,1818464.0,2026,2026-02-21 15:40:38,41.656673496,-87.547136365,"(41.656673496, -87.547136365)",11,Saturday,1,1
14097988,JK134051,2026-01-31 11:45:00,057XX S BLACKSTONE AVE,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,235,2,5,41.0,5,1186896.0,1867158.0,2026,2026-02-08 15:42:11,41.790591824,-87.590231774,"(41.790591824, -87.590231774)",11,Saturday,1,1
14097635,JK133573,2026-01-31 11:39:00,064XX W IRVING PARK RD,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,1632,16,38,17.0,6,1132714.0,1925900.0,2026,2026-02-08 15:42:11,41.952901742,-87.787536961,"(41.952901742, -87.787536961)",11,Saturday,1,1
14097611,JK133549,2026-01-31 11:35:00,008XX N HOMAN AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1121,11,27,23.0,18,1153559.0,1905352.0,2026,2026-02-08 15:42:11,41.896126482,-87.711456645,"(41.896126482, -87.711456645)",11,Saturday,1,1
14097579,JK133532,2026-01-31 11:34:00,014XX S TRUMBULL AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,True,False,1021,10,24,29.0,18,1153602.0,1892830.0,2026,2026-02-08 15:42:11,41.861763951,-87.711631863,"(41.861763951, -87.711631863)",11,Saturday,1,1
14097621,JK133548,2026-01-31 11:31:00,024XX W HUTCHINSON ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1911,19,47,5.0,08B,1159381.0,1928152.0,2026,2026-02-08 15:42:11,41.958573482,-87.689444721,"(41.958573482, -87.689444721)",11,Saturday,1,1
14098187,JK133575,2026-01-31 11:30:00,069XX S OGLESBY AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,331,3,5,43.0,08B,1192968.0,1859364.0,2026,2026-02-08 15:42:11,41.769058377,-87.568221956,"(41.769058377, -87.568221956)",11,Saturday,1,1
14098185,JK134169,2026-01-31 11:30:00,110XX S VERNON AVE,810,THEFT,OVER $500,APARTMENT,False,False,513,5,9,49.0,6,1181203.0,1831889.0,2026,2026-02-08 15:42:11,41.69394281,-87.612190086,"(41.69394281, -87.612190086)",11,Saturday,1,1
14100368,JK133534,2026-01-31 11:23:00,022XX W DIVERSEY PKWY,2210,LIQUOR LAW VIOLATION,SELL / GIVE / DELIVER LIQUOR TO MINOR,BOWLING ALLEY,True,False,1432,14,32,22.0,22,1161089.0,1918562.0,2026,2026-02-08 15:42:11,41.932222582,-87.683432779,"(41.932222582, -87.683432779)",11,Saturday,1,1
14097596,JK133522,2026-01-31 11:23:00,011XX W THORNDALE AVE,460,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,False,False,2022,20,48,77.0,08B,1167583.0,1939683.0,2026,2026-02-08 15:42:11,41.990041822,-87.65895741,"(41.990041822, -87.65895741)",11,Saturday,1,1
14097647,JK133531,2026-01-31 11:21:00,083XX S ASHLAND AVE,320,ROBBERY,STRONG ARM - NO WEAPON,RESTAURANT,False,False,614,6,18,71.0,3,1167124.0,1849446.0,2026,2026-02-08 15:42:11,41.742433848,-87.663236494,"(41.742433848, -87.663236494)",11,Saturday,1,1
14097590,JK133541,2026-01-31 11:20:00,003XX N MAYFIELD AVE,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,1512,15,29,25.0,18,1137102.0,1901581.0,2026,2026-02-08 15:42:11,41.886089796,-87.771991324,"(41.886089796, -87.771991324)",11,Saturday,1,1
14098285,JK133543,2026-01-31 11:16:00,082XX S EVANS AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,631,6,6,44.0,08B,1182661.0,1850536.0,2026,2026-02-08 15:42:11,41.745078825,-87.606275475,"(41.745078825, -87.606275475)",11,Saturday,1,1
14097627,JK133590,2026-01-31 11:15:00,088XX S HERMITAGE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,2221,22,18,71.0,08A,1166222.0,1846086.0,2026,2026-02-08 15:42:11,41.733232739,-87.666636806,"(41.733232739, -87.666636806)",11,Saturday,1,1
14097588,JK133526,2026-01-31 11:10:00,009XX E 133RD ST,560,ASSAULT,SIMPLE,RESIDENCE,False,False,533,5,10,54.0,08A,1185381.0,1817293.0,2026,2026-02-08 15:42:11,41.653792371,-87.597349978,"(41.653792371, -87.597349978)",11,Saturday,1,1
14097584,JK133538,2026-01-31 11:09:00,038XX W MADISON ST,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,SIDEWALK,True,False,1122,11,28,26.0,18,1150738.0,1899736.0,2026,2026-02-08 15:42:11,41.880771229,-87.721964641,"(41.880771229, -87.721964641)",11,Saturday,1,1
14097951,JK133653,2026-01-31 11:00:00,053XX W OAKDALE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER (SPECIFY),False,False,2514,25,31,19.0,11,1140310.0,1919097.0,2026,2026-02-08 15:42:11,41.934097504,-87.759780534,"(41.934097504, -87.759780534)",11,Saturday,1,1
14103206,JK140289,2026-01-31 11:00:00,026XX N MOODY AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,False,False,2512,25,36,19.0,11,1134952.0,1916996.0,2026,2026-02-08 15:42:11,41.928428796,-87.779521263,"(41.928428796, -87.779521263)",11,Saturday,1,1
14097639,JK133562,2026-01-31 11:00:00,016XX W FARWELL AVE,460,BATTERY,SIMPLE,SIDEWALK,False,False,2431,24,49,1.0,08B,1164079.0,1945686.0,2026,2026-02-08 15:42:11,42.0065892,-87.671675138,"(42.0065892, -87.671675138)",11,Saturday,1,1
14097708,JK133596,2026-01-31 11:00:00,002XX N PINE AVE,460,BATTERY,SIMPLE,SIDEWALK,False,False,1523,15,37,25.0,08B,1139460.0,1901108.0,2026,2026-02-08 15:42:11,41.88474917,-87.763343624,"(41.88474917, -87.763343624)",11,Saturday,1,1
14098471,JK134406,2026-01-31 11:00:00,074XX S WABASH AVE,810,THEFT,OVER $500,STREET,False,False,323,3,6,69.0,6,1178009.0,1855643.0,2026,2026-02-08 15:42:11,41.759199622,-87.623166542,"(41.759199622, -87.623166542)",11,Saturday,1,1
14097617,JK133555,2026-01-31 10:58:00,001XX W LAKE ST,2024,NARCOTICS,POSSESS - HEROIN (WHITE),CTA STATION,True,False,122,1,42,32.0,18,1175359.0,1901736.0,2026,2026-02-08 15:42:11,41.885742471,-87.631498734,"(41.885742471, -87.631498734)",10,Saturday,1,1
14097568,JK133505,2026-01-31 10:58:00,047XX N KEYSTONE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1722,17,39,14.0,08B,1148544.0,1931097.0,2026,2026-02-08 15:42:11,41.966871311,-87.729209612,"(41.966871311, -87.729209612)",10,Saturday,1,1
14097683,JK133504,2026-01-31 10:55:00,106XX S PERRY AVE,560,ASSAULT,SIMPLE,RESIDENCE,False,True,512,5,9,49.0,08A,1177489.0,1834253.0,2026,2026-02-08 15:42:11,41.70051449,-87.625716777,"(41.70051449, -87.625716777)",10,Saturday,1,1
14097585,JK133490,2026-01-31 10:50:00,044XX N LA CROSSE AVE,710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,1623,16,45,15.0,6,1143239.0,1928987.0,2026,2026-02-08 15:42:11,41.961182283,-87.748768504,"(41.961182283, -87.748768504)",10,Saturday,1,1
14097642,JK133497,2026-01-31 10:50:00,061XX S DR MARTIN LUTHER KING JR DR,820,THEFT,$500 AND UNDER,APARTMENT,False,True,311,3,20,40.0,6,1179975.0,1864342.0,2026,2026-02-08 15:42:11,41.783025807,-87.615695266,"(41.783025807, -87.615695266)",10,Saturday,1,1
14097626,JK133515,2026-01-31 10:44:00,063XX S LA CROSSE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,True,False,813,8,13,64.0,15,1145136.0,1862139.0,2026,2026-02-08 15:42:11,41.777707304,-87.74348283,"(41.777707304, -87.74348283)",10,Saturday,1,1
14097564,JK133494,2026-01-31 10:43:00,016XX N WELLS ST,860,THEFT,RETAIL THEFT,DRUG STORE,True,False,1814,18,2,7.0,6,1174407.0,1911058.0,2026,2026-02-08 15:42:11,41.911343842,-87.63471588,"(41.911343842, -87.63471588)",10,Saturday,1,1
14097804,JK133713,2026-01-31 10:38:00,062XX S HOYNE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,714,7,16,67.0,26,1163440.0,1863226.0,2026,2026-02-08 15:42:11,41.780326055,-87.67634913,"(41.780326055, -87.67634913)",10,Saturday,1,1
14097766,JK133488,2026-01-31 10:31:00,108XX S PRAIRIE AVE,460,BATTERY,SIMPLE,APARTMENT,False,True,513,5,9,49.0,08B,1179840.0,1833079.0,2026,2026-02-08 15:42:11,41.697239542,-87.617144105,"(41.697239542, -87.617144105)",10,Saturday,1,1
14097595,JK133566,2026-01-31 10:30:00,063XX S LAWNDALE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,823,8,23,65.0,7,1152797.0,1862393.0,2026,2026-02-08 15:42:11,41.778256688,-87.715390432,"(41.778256688, -87.715390432)",10,Saturday,1,1
14104622,JK141992,2026-01-31 10:30:00,003XX S HAMLIN BLVD,1599,SEX OFFENSE,AGG CRIM SEX ABUSE - VIC 13-16 YOA - OFF 5 YR OLDER PENETRAT,APARTMENT,False,False,1133,11,28,26.0,17,1151105.0,1897959.0,2026,2026-02-24 15:40:36,41.875887765,-87.720663616,"(41.875887765, -87.720663616)",10,Saturday,1,1
14097580,JK133523,2026-01-31 10:25:00,114XX S HALSTED ST,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,STREET,False,False,2234,22,21,75.0,11,1173030.0,1829091.0,2026,2026-02-08 15:42:11,41.686448536,-87.642195568,"(41.686448536, -87.642195568)",10,Saturday,1,1
14097622,JK133508,2026-01-31 10:22:00,117XX S MARSHFIELD AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,2234,22,21,75.0,6,1167515.0,1826950.0,2026,2026-02-08 15:42:11,41.680692908,-87.662446079,"(41.680692908, -87.662446079)",10,Saturday,1,1
14097678,JK133701,2026-01-31 10:15:00,010XX W FRY ST,710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,1213,12,27,24.0,6,1169522.0,1905930.0,2026,2026-02-08 15:42:11,41.897380083,-87.652811082,"(41.897380083, -87.652811082)",10,Saturday,1,1
14097542,JK133459,2026-01-31 10:14:00,068XX S THROOP ST,560,ASSAULT,SIMPLE,SIDEWALK,False,False,724,7,17,67.0,08A,1168841.0,1859317.0,2026,2026-02-08 15:42:11,41.76948433,-87.656660917,"(41.76948433, -87.656660917)",10,Saturday,1,1
14097565,JK133465,2026-01-31 10:12:00,004XX S STATE ST,1330,CRIMINAL TRESPASS,TO LAND,LIBRARY,True,False,113,1,4,32.0,26,1176436.0,1898416.0,2026,2026-02-08 15:42:11,41.876607964,-87.627644063,"(41.876607964, -87.627644063)",10,Saturday,1,1
14097541,JK133449,2026-01-31 10:07:00,047XX S WESTERN AVE,460,BATTERY,SIMPLE,DRUG STORE,False,False,922,9,15,61.0,08B,1161162.0,1873367.0,2026,2026-02-08 15:42:11,41.808201741,-87.684420054,"(41.808201741, -87.684420054)",10,Saturday,1,1
14097557,JK133450,2026-01-31 10:05:00,056XX N RIDGE AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,2013,20,48,77.0,6,1167084.0,1937517.0,2026,2026-02-08 15:42:11,41.984109031,-87.660855375,"(41.984109031, -87.660855375)",10,Saturday,1,1
14116017,JK155595,2026-01-31 10:00:00,015XX N LA SALLE DR,460,BATTERY,SIMPLE,APARTMENT,False,False,1821,18,2,8.0,08B,1174850.0,1910494.0,2026,2026-02-21 15:40:38,41.909786287,-87.633105375,"(41.909786287, -87.633105375)",10,Saturday,1,1
14110338,JK148973,2026-01-31 10:00:00,053XX S LOOMIS BLVD,710,THEFT,THEFT FROM MOTOR VEHICLE,ALLEY,False,False,934,9,20,61.0,6,1167905.0,1869339.0,2026,2026-02-16 15:41:06,41.79700608,-87.659804113,"(41.79700608, -87.659804113)",10,Saturday,1,1
14117838,JK157203,2026-01-31 09:55:00,041XX N KEYSTONE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,1722,17,39,16.0,11,1148551.0,1927145.0,2026,2026-02-24 15:40:36,41.956026595,-87.729286309,"(41.956026595, -87.729286309)",9,Saturday,1,1
14097644,JK133454,2026-01-31 09:55:00,064XX N RAVENSWOOD AVE,460,BATTERY,SIMPLE,GOVERNMENT BUILDING / PROPERTY,False,False,2432,24,40,1.0,08B,1163180.0,1943029.0,2026,2026-02-08 15:42:11,41.999317342,-87.675057842,"(41.999317342, -87.675057842)",9,Saturday,1,1
14097545,JK133447,2026-01-31 09:55:00,014XX W ESTES AVE,460,BATTERY,SIMPLE,NURSING / RETIREMENT HOME,False,False,2423,24,49,1.0,08B,1165366.0,1947502.0,2026,2026-02-08 15:42:11,42.011544945,-87.666888079,"(42.011544945, -87.666888079)",9,Saturday,1,1
14098068,JK134102,2026-01-31 09:50:00,004XX E 103RD ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,GAS STATION,False,True,511,5,9,49.0,08B,1181314.0,1836774.0,2026,2026-02-08 15:42:11,41.707345353,-87.611633817,"(41.707345353, -87.611633817)",9,Saturday,1,1
14097544,JK133443,2026-01-31 09:45:00,089XX S SOUTH CHICAGO AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,GAS STATION,False,False,423,4,7,46.0,04A,1195170.0,1846429.0,2026,2026-02-08 15:42:11,41.7335097,-87.560576484,"(41.7335097, -87.560576484)",9,Saturday,1,1
14097943,JK133657,2026-01-31 09:45:00,049XX N LESTER AVE,760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,False,False,1623,16,45,11.0,6,1138845.0,1932379.0,2026,2026-02-08 15:42:11,41.970571354,-87.764840675,"(41.970571354, -87.764840675)",9,Saturday,1,1
14097624,JK133528,2026-01-31 09:45:00,020XX W BALMORAL AVE,5004,SEX OFFENSE,ATTEMPT CRIMINAL SEXUAL ABUSE,NURSING / RETIREMENT HOME,False,False,2012,20,40,4.0,17,1161674.0,1935850.0,2026,2026-02-08 15:42:11,41.979649551,-87.680799226,"(41.979649551, -87.680799226)",9,Saturday,1,1
14097586,JK133458,2026-01-31 09:30:00,016XX W SHERWIN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2423,24,49,1.0,08B,1164265.0,1948722.0,2026,2026-02-08 15:42:11,42.014916096,-87.670904385,"(42.014916096, -87.670904385)",9,Saturday,1,1
14098805,JK134468,2026-01-31 09:30:00,014XX W EDGEWATER AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,2013,20,48,77.0,11,1165716.0,1938318.0,2026,2026-02-08 15:42:11,41.986336361,-87.665863698,"(41.986336361, -87.665863698)",9,Saturday,1,1
14100920,JK137255,2026-01-31 09:27:00,064XX N CLARK ST,1573,SEX OFFENSE,CRIMINAL SEXUAL ABUSE - SEXUAL PENETRATION,POLICE FACILITY / VEHICLE PARKING LOT,False,False,2432,24,40,1.0,17,1164254.0,1943116.0,2026,2026-02-08 15:42:11,41.999533347,-87.671104423,"(41.999533347, -87.671104423)",9,Saturday,1,1
14097493,JK133419,2026-01-31 09:24:00,100XX S CALHOUN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - GARAGE,False,False,431,4,7,51.0,14,1194806.0,1838828.0,2026,2026-02-08 15:42:11,41.712660818,-87.56215942,"(41.712660818, -87.56215942)",9,Saturday,1,1
14099919,JK136368,2026-01-31 09:20:00,015XX W JUNEWAY TER,460,BATTERY,SIMPLE,SIDEWALK,False,False,2422,24,49,1.0,08B,1164622.0,1951400.0,2026,2026-02-08 15:42:11,42.022256979,-87.669514338,"(42.022256979, -87.669514338)",9,Saturday,1,1
14097575,JK133414,2026-01-31 09:07:00,025XX S DR MARTIN LUTHER KING JR DR,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESTAURANT,False,True,133,1,4,33.0,08B,1179337.0,1887599.0,2026,2026-02-08 15:42:11,41.846859523,-87.617323885,"(41.846859523, -87.617323885)",9,Saturday,1,1
14097714,JK133773,2026-01-31 09:00:00,006XX W OAK ST,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,APARTMENT,False,False,1822,18,27,8.0,11,1171913.0,1906931.0,2026,2026-02-27 15:40:48,41.900074507,-87.643999773,"(41.900074507, -87.643999773)",9,Saturday,1,1
14114269,JK153719,2026-01-31 09:00:00,030XX W PALMER BLVD,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,True,1414,14,1,22.0,11,1155764.0,1914613.0,2026,2026-02-20 15:41:07,41.921495318,-87.703108175,"(41.921495318, -87.703108175)",9,Saturday,1,1
14100573,JK137288,2026-01-31 09:00:00,009XX W 71ST ST,710,THEFT,THEFT FROM MOTOR VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,733,7,17,68.0,6,1171080.0,1857752.0,2026,2026-02-08 15:42:11,41.765141145,-87.648499443,"(41.765141145, -87.648499443)",9,Saturday,1,1
14098115,JK134137,2026-01-31 09:00:00,091XX S BENNETT AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,413,4,8,48.0,08A,1190439.0,1844823.0,2026,2026-02-08 15:42:11,41.729217933,-87.577959822,"(41.729217933, -87.577959822)",9,Saturday,1,1
14100178,JK136748,2026-01-31 09:00:00,063XX S MAY ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,724,7,16,68.0,26,1169739.0,1862753.0,2026,2026-02-08 15:42:11,41.778893702,-87.653269662,"(41.778893702, -87.653269662)",9,Saturday,1,1
14097941,JK133920,2026-01-31 09:00:00,002XX E LAKE SHORE DR,810,THEFT,OVER $500,STREET,False,False,1833,18,2,8.0,6,1178139.0,1907290.0,2026,2026-02-08 15:42:11,41.900920065,-87.621120835,"(41.900920065, -87.621120835)",9,Saturday,1,1
14097964,JK133626,2026-01-31 09:00:00,051XX N MERRIMAC AVE,760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,DRIVEWAY - RESIDENTIAL,False,False,1622,16,45,11.0,6,1133554.0,1933735.0,2026,2026-02-08 15:42:11,41.97438704,-87.78426445,"(41.97438704, -87.78426445)",9,Saturday,1,1
14097570,JK133551,2026-01-31 09:00:00,076XX S BISHOP ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,612,6,17,71.0,14,1167883.0,1854084.0,2026,2026-02-08 15:42:11,41.755144913,-87.660322589,"(41.755144913, -87.660322589)",9,Saturday,1,1
14100335,JK137025,2026-01-31 09:00:00,059XX N PAULINA ST,810,THEFT,OVER $500,APARTMENT,False,False,2012,20,40,77.0,6,1164152.0,1939377.0,2026,2026-02-08 15:42:11,41.989275592,-87.671585947,"(41.989275592, -87.671585947)",9,Saturday,1,1
14099157,JK135572,2026-01-31 09:00:00,091XX S EXCHANGE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,423,4,10,46.0,14,1197354.0,1844963.0,2026,2026-02-08 15:42:11,41.729432789,-87.552624294,"(41.729432789, -87.552624294)",9,Saturday,1,1
14097608,JK133410,2026-01-31 08:59:00,009XX W 53RD PL,520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,True,True,934,9,16,61.0,04A,1170920.0,1869317.0,2026,2026-02-08 15:42:11,41.796880353,-87.648748416,"(41.796880353, -87.648748416)",8,Saturday,1,1
14098343,JK133571,2026-01-31 08:50:00,023XX S DRAKE AVE,498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",ALLEY,False,True,1024,10,22,30.0,04B,1153072.0,1888161.0,2026,2026-02-08 15:42:11,41.848962185,-87.713701098,"(41.848962185, -87.713701098)",8,Saturday,1,1
14097576,JK133498,2026-01-31 08:41:00,0000X S WACKER DR,710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,122,1,42,32.0,6,1173944.0,1900044.0,2026,2026-02-08 15:42:11,41.881131159,-87.636745285,"(41.881131159, -87.636745285)",8,Saturday,1,1
14097954,JK133629,2026-01-31 08:40:00,0000X S WACKER DR,760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,ALLEY,False,False,122,1,42,32.0,6,1173944.0,1900044.0,2026,2026-02-08 15:42:11,41.881131159,-87.636745285,"(41.881131159, -87.636745285)",8,Saturday,1,1
14097578,JK133430,2026-01-31 08:36:00,052XX N MILWAUKEE AVE,860,THEFT,RETAIL THEFT,DRUG STORE,True,False,1623,16,45,11.0,6,1138140.0,1934089.0,2026,2026-02-08 15:42:11,41.975276551,-87.767391513,"(41.975276551, -87.767391513)",8,Saturday,1,1
14097507,JK133396,2026-01-31 08:34:00,024XX W 68TH ST,560,ASSAULT,SIMPLE,APARTMENT,False,True,832,8,16,66.0,08A,1161072.0,1859492.0,2026,2026-02-08 15:42:11,41.770128755,-87.685133834,"(41.770128755, -87.685133834)",8,Saturday,1,1
14097519,JK133423,2026-01-31 08:33:00,047XX S DREXEL BLVD,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,223,2,4,39.0,08A,1182987.0,1873770.0,2026,2026-02-08 15:42:11,41.808827515,-87.604359314,"(41.808827515, -87.604359314)",8,Saturday,1,1
14097600,JK133592,2026-01-31 08:30:00,004XX E RANDOLPH ST,810,THEFT,OVER $500,STREET,False,False,114,1,42,32.0,6,1179325.0,1901333.0,2026,2026-02-15 15:41:47,41.884546689,-87.616947314,"(41.884546689, -87.616947314)",8,Saturday,1,1
14098901,JK135159,2026-01-31 08:30:00,009XX N LEAVITT ST,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,1212,12,36,24.0,5,1161563.0,1906418.0,2026,2026-02-08 15:42:11,41.89888871,-87.682029799,"(41.89888871, -87.682029799)",8,Saturday,1,1
14097939,JK133474,2026-01-31 08:21:00,0000X W MONROE ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,112,1,34,32.0,6,1175721.0,1899903.0,2026,2026-02-08 15:42:11,41.880704482,-87.630224558,"(41.880704482, -87.630224558)",8,Saturday,1,1
14097505,JK133387,2026-01-31 08:16:00,063XX S KEDZIE AVE,860,THEFT,RETAIL THEFT,DRUG STORE,True,False,823,8,14,66.0,6,1156143.0,1862448.0,2026,2026-02-08 15:42:11,41.778340981,-87.703122242,"(41.778340981, -87.703122242)",8,Saturday,1,1
14098793,JK134661,2026-01-31 08:15:00,051XX S KIMBARK AVE,820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,234,2,4,41.0,6,1185538.0,1871291.0,2026,2026-02-08 15:42:11,41.8019652,-87.595081004,"(41.8019652, -87.595081004)",8,Saturday,1,1
14099210,JK135447,2026-01-31 08:12:00,088XX S BURLEY AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,424,4,10,46.0,08A,1199202.0,1847068.0,2026,2026-02-08 15:42:11,41.735162876,-87.54578418,"(41.735162876, -87.54578418)",8,Saturday,1,1
